Game,n_agents,n_rounds,Round,Agent,Contribution,Total_Contribution,Multiplied_Contribution,Reward,multplier
game_1696069231_W9XQI,2,10,4,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,4,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,5,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,5,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,6,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,6,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,7,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,7,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,8,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,8,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,9,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,9,agent_2,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,10,agent_1,10,20,40.0,20.0,2.0
game_1696069231_W9XQI,2,10,10,agent_2,10,20,40.0,20.0,2.0
game_1696069241_MVIZZ,3,10,1,agent_1,5,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,1,agent_2,5,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,1,agent_3,5,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,2,agent_1,3,14,14,4.666666666666667,1.0
game_1696069241_MVIZZ,3,10,2,agent_2,4,14,14,4.666666666666667,1.0
game_1696069241_MVIZZ,3,10,2,agent_3,7,14,14,4.666666666666667,1.0
game_1696069241_MVIZZ,3,10,3,agent_1,4,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,3,agent_2,3,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,3,agent_3,8,15,15,5.0,1.0
game_1696069241_MVIZZ,3,10,4,agent_1,3,11,11,3.6666666666666665,1.0
game_1696069241_MVIZZ,3,10,4,agent_2,2,11,11,3.6666666666666665,1.0
game_1696069241_MVIZZ,3,10,4,agent_3,6,11,11,3.6666666666666665,1.0
game_1696069241_MVIZZ,3,10,5,agent_1,2,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,5,agent_2,2,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,5,agent_3,5,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,6,agent_1,4,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,6,agent_2,1,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,6,agent_3,4,9,9,3.0,1.0
game_1696069241_MVIZZ,3,10,7,agent_1,3,7,7,2.3333333333333335,1.0
game_1696069241_MVIZZ,3,10,7,agent_2,1,7,7,2.3333333333333335,1.0
game_1696069241_MVIZZ,3,10,7,agent_3,3,7,7,2.3333333333333335,1.0
game_1696069241_MVIZZ,3,10,8,agent_1,2,5,5,1.6666666666666667,1.0
game_1696069241_MVIZZ,3,10,8,agent_2,1,5,5,1.6666666666666667,1.0
game_1696069241_MVIZZ,3,10,8,agent_3,2,5,5,1.6666666666666667,1.0
game_1696069241_MVIZZ,3,10,9,agent_1,1,2,2,0.6666666666666666,1.0
game_1696069241_MVIZZ,3,10,9,agent_2,0,2,2,0.6666666666666666,1.0
game_1696069241_MVIZZ,3,10,9,agent_3,1,2,2,0.6666666666666666,1.0
game_1696069241_MVIZZ,3,10,10,agent_1,1,2,2,0.6666666666666666,1.0
game_1696069241_MVIZZ,3,10,10,agent_2,0,2,2,0.6666666666666666,1.0
game_1696069241_MVIZZ,3,10,10,agent_3,1,2,2,0.6666666666666666,1.0
game_1696069256_5YX0Z,3,10,1,agent_1,5,15,19.5,6.5,1.3
game_1696069256_5YX0Z,3,10,1,agent_2,5,15,19.5,6.5,1.3
game_1696069256_5YX0Z,3,10,1,agent_3,5,15,19.5,6.5,1.3
game_1696069256_5YX0Z,3,10,2,agent_1,4,14,18.2,6.066666666666666,1.3
game_1696069256_5YX0Z,3,10,2,agent_2,7,14,18.2,6.066666666666666,1.3
game_1696069256_5YX0Z,3,10,2,agent_3,3,14,18.2,6.066666666666666,1.3
game_1696069256_5YX0Z,3,10,3,agent_1,3,13,16.900000000000002,5.633333333333334,1.3
game_1696069256_5YX0Z,3,10,3,agent_2,6,13,16.900000000000002,5.633333333333334,1.3
game_1696069256_5YX0Z,3,10,3,agent_3,4,13,16.900000000000002,5.633333333333334,1.3
game_1696069256_5YX0Z,3,10,4,agent_1,2,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,4,agent_2,5,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,4,agent_3,2,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,5,agent_1,2,11,14.3,4.766666666666667,1.3
game_1696069256_5YX0Z,3,10,5,agent_2,4,11,14.3,4.766666666666667,1.3
game_1696069256_5YX0Z,3,10,5,agent_3,5,11,14.3,4.766666666666667,1.3
game_1696069256_5YX0Z,3,10,6,agent_1,3,10,13.0,4.333333333333333,1.3
game_1696069256_5YX0Z,3,10,6,agent_2,4,10,13.0,4.333333333333333,1.3
game_1696069256_5YX0Z,3,10,6,agent_3,3,10,13.0,4.333333333333333,1.3
game_1696069256_5YX0Z,3,10,7,agent_1,2,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,7,agent_2,3,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,7,agent_3,4,9,11.700000000000001,3.9000000000000004,1.3
game_1696069256_5YX0Z,3,10,8,agent_1,2,8,10.4,3.466666666666667,1.3
game_1696069256_5YX0Z,3,10,8,agent_2,3,8,10.4,3.466666666666667,1.3
game_1696069256_5YX0Z,3,10,8,agent_3,3,8,10.4,3.466666666666667,1.3
game_1696069256_5YX0Z,3,10,9,agent_1,1,5,6.5,2.1666666666666665,1.3
game_1696069256_5YX0Z,3,10,9,agent_2,2,5,6.5,2.1666666666666665,1.3
game_1696069256_5YX0Z,3,10,9,agent_3,2,5,6.5,2.1666666666666665,1.3
game_1696069256_5YX0Z,3,10,10,agent_1,1,5,6.5,2.1666666666666665,1.3
game_1696069256_5YX0Z,3,10,10,agent_2,2,5,6.5,2.1666666666666665,1.3
game_1696069256_5YX0Z,3,10,10,agent_3,2,5,6.5,2.1666666666666665,1.3
game_1696069270_N026Q,3,10,1,agent_1,7,17,28.9,9.633333333333333,1.7
game_1696069270_N026Q,3,10,1,agent_2,5,17,28.9,9.633333333333333,1.7
game_1696069270_N026Q,3,10,1,agent_3,5,17,28.9,9.633333333333333,1.7
game_1696069270_N026Q,3,10,2,agent_1,5,15,25.5,8.5,1.7
game_1696069270_N026Q,3,10,2,agent_2,4,15,25.5,8.5,1.7
game_1696069270_N026Q,3,10,2,agent_3,6,15,25.5,8.5,1.7
game_1696069270_N026Q,3,10,3,agent_1,6,13,22.099999999999998,7.366666666666666,1.7
game_1696069270_N026Q,3,10,3,agent_2,3,13,22.099999999999998,7.366666666666666,1.7
game_1696069270_N026Q,3,10,3,agent_3,4,13,22.099999999999998,7.366666666666666,1.7
game_1696069270_N026Q,3,10,4,agent_1,5,10,17.0,5.666666666666667,1.7
game_1696069270_N026Q,3,10,4,agent_2,2,10,17.0,5.666666666666667,1.7
game_1696069270_N026Q,3,10,4,agent_3,3,10,17.0,5.666666666666667,1.7
game_1696069270_N026Q,3,10,5,agent_1,4,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,5,agent_2,2,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,5,agent_3,2,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,6,agent_1,3,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,6,agent_2,1,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,6,agent_3,1,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,7,agent_1,2,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,7,agent_2,1,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,7,agent_3,2,5,8.5,2.8333333333333335,1.7
game_1696069270_N026Q,3,10,8,agent_1,3,7,11.9,3.966666666666667,1.7
game_1696069270_N026Q,3,10,8,agent_2,1,7,11.9,3.966666666666667,1.7
game_1696069270_N026Q,3,10,8,agent_3,3,7,11.9,3.966666666666667,1.7
game_1696069270_N026Q,3,10,9,agent_1,4,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,9,agent_2,2,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,9,agent_3,2,8,13.6,4.533333333333333,1.7
game_1696069270_N026Q,3,10,10,agent_1,3,7,11.9,3.966666666666667,1.7
game_1696069270_N026Q,3,10,10,agent_2,2,7,11.9,3.966666666666667,1.7
game_1696069270_N026Q,3,10,10,agent_3,2,7,11.9,3.966666666666667,1.7
game_1696069284_6NH4M,3,10,1,agent_1,5,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,1,agent_2,10,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,1,agent_3,5,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,2,agent_1,6,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,2,agent_2,10,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,2,agent_3,4,20,40.0,13.333333333333334,2.0
game_1696069284_6NH4M,3,10,3,agent_1,4,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,3,agent_2,10,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,3,agent_3,3,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,4,agent_1,7,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,4,agent_2,10,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,4,agent_3,2,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,5,agent_1,6,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,5,agent_2,10,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,5,agent_3,3,19,38.0,12.666666666666666,2.0
game_1696069284_6NH4M,3,10,6,agent_1,5,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,6,agent_2,10,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,6,agent_3,2,17,34.0,11.333333333333334,2.0
game_1696069284_6NH4M,3,10,7,agent_1,4,16,32.0,10.666666666666666,2.0
game_1696069284_6NH4M,3,10,7,agent_2,10,16,32.0,10.666666666666666,2.0
game_1696069284_6NH4M,3,10,7,agent_3,2,16,32.0,10.666666666666666,2.0
game_1696069284_6NH4M,3,10,8,agent_1,3,14,28.0,9.333333333333334,2.0
game_1696069284_6NH4M,3,10,8,agent_2,10,14,28.0,9.333333333333334,2.0
game_1696069284_6NH4M,3,10,8,agent_3,1,14,28.0,9.333333333333334,2.0
game_1696069284_6NH4M,3,10,9,agent_1,2,13,26.0,8.666666666666666,2.0
game_1696069284_6NH4M,3,10,9,agent_2,10,13,26.0,8.666666666666666,2.0
game_1696069284_6NH4M,3,10,9,agent_3,1,13,26.0,8.666666666666666,2.0
game_1696069284_6NH4M,3,10,10,agent_1,1,12,24.0,8.0,2.0
game_1696069284_6NH4M,3,10,10,agent_2,10,12,24.0,8.0,2.0
game_1696069284_6NH4M,3,10,10,agent_3,1,12,24.0,8.0,2.0
game_1696069300_4PY71,4,10,1,agent_1,5,24,24,6.0,1.0
game_1696069300_4PY71,4,10,1,agent_2,7,24,24,6.0,1.0
game_1696069300_4PY71,4,10,1,agent_3,7,24,24,6.0,1.0
game_1696069300_4PY71,4,10,1,agent_4,5,24,24,6.0,1.0
game_1696069300_4PY71,4,10,2,agent_1,6,22,22,5.5,1.0
game_1696069300_4PY71,4,10,2,agent_2,5,22,22,5.5,1.0
game_1696069300_4PY71,4,10,2,agent_3,5,22,22,5.5,1.0
game_1696069300_4PY71,4,10,2,agent_4,6,22,22,5.5,1.0
game_1696069300_4PY71,4,10,3,agent_1,4,16,16,4.0,1.0
game_1696069300_4PY71,4,10,3,agent_2,4,16,16,4.0,1.0
game_1696069300_4PY71,4,10,3,agent_3,4,16,16,4.0,1.0
game_1696069300_4PY71,4,10,3,agent_4,4,16,16,4.0,1.0
game_1696069300_4PY71,4,10,4,agent_1,3,18,18,4.5,1.0
game_1696069300_4PY71,4,10,4,agent_2,6,18,18,4.5,1.0
game_1696069300_4PY71,4,10,4,agent_3,6,18,18,4.5,1.0
game_1696069300_4PY71,4,10,4,agent_4,3,18,18,4.5,1.0
game_1696069300_4PY71,4,10,5,agent_1,2,14,14,3.5,1.0
game_1696069300_4PY71,4,10,5,agent_2,3,14,14,3.5,1.0
game_1696069300_4PY71,4,10,5,agent_3,5,14,14,3.5,1.0
game_1696069300_4PY71,4,10,5,agent_4,4,14,14,3.5,1.0
game_1696069300_4PY71,4,10,6,agent_1,3,10,10,2.5,1.0
game_1696069300_4PY71,4,10,6,agent_2,2,10,10,2.5,1.0
game_1696069300_4PY71,4,10,6,agent_3,3,10,10,2.5,1.0
game_1696069300_4PY71,4,10,6,agent_4,2,10,10,2.5,1.0
game_1696069300_4PY71,4,10,7,agent_1,4,10,10,2.5,1.0
game_1696069300_4PY71,4,10,7,agent_2,1,10,10,2.5,1.0
game_1696069300_4PY71,4,10,7,agent_3,2,10,10,2.5,1.0
game_1696069300_4PY71,4,10,7,agent_4,3,10,10,2.5,1.0
game_1696069300_4PY71,4,10,8,agent_1,2,8,8,2.0,1.0
game_1696069300_4PY71,4,10,8,agent_2,1,8,8,2.0,1.0
game_1696069300_4PY71,4,10,8,agent_3,4,8,8,2.0,1.0
game_1696069300_4PY71,4,10,8,agent_4,1,8,8,2.0,1.0
game_1696069300_4PY71,4,10,9,agent_1,1,7,7,1.75,1.0
game_1696069300_4PY71,4,10,9,agent_2,1,7,7,1.75,1.0
game_1696069300_4PY71,4,10,9,agent_3,3,7,7,1.75,1.0
game_1696069300_4PY71,4,10,9,agent_4,2,7,7,1.75,1.0
game_1696069300_4PY71,4,10,10,agent_1,1,5,5,1.25,1.0
game_1696069300_4PY71,4,10,10,agent_2,1,5,5,1.25,1.0
game_1696069300_4PY71,4,10,10,agent_3,2,5,5,1.25,1.0
game_1696069300_4PY71,4,10,10,agent_4,1,5,5,1.25,1.0
game_1696069317_ZF9FS,4,10,1,agent_1,10,30,39.0,9.75,1.3
game_1696069317_ZF9FS,4,10,1,agent_2,5,30,39.0,9.75,1.3
game_1696069317_ZF9FS,4,10,1,agent_3,5,30,39.0,9.75,1.3
game_1696069317_ZF9FS,4,10,1,agent_4,10,30,39.0,9.75,1.3
game_1696069317_ZF9FS,4,10,2,agent_1,7,28,36.4,9.1,1.3
game_1696069317_ZF9FS,4,10,2,agent_2,6,28,36.4,9.1,1.3
game_1696069317_ZF9FS,4,10,2,agent_3,5,28,36.4,9.1,1.3
game_1696069317_ZF9FS,4,10,2,agent_4,10,28,36.4,9.1,1.3
game_1696069317_ZF9FS,4,10,3,agent_1,6,24,31.200000000000003,7.800000000000001,1.3
game_1696069317_ZF9FS,4,10,3,agent_2,4,24,31.200000000000003,7.800000000000001,1.3
game_1696069317_ZF9FS,4,10,3,agent_3,4,24,31.200000000000003,7.800000000000001,1.3
game_1696069317_ZF9FS,4,10,3,agent_4,10,24,31.200000000000003,7.800000000000001,1.3
game_1696069317_ZF9FS,4,10,4,agent_1,5,21,27.3,6.825,1.3
game_1696069317_ZF9FS,4,10,4,agent_2,3,21,27.3,6.825,1.3
game_1696069317_ZF9FS,4,10,4,agent_3,3,21,27.3,6.825,1.3
game_1696069317_ZF9FS,4,10,4,agent_4,10,21,27.3,6.825,1.3
game_1696069317_ZF9FS,4,10,5,agent_1,4,18,23.400000000000002,5.8500000000000005,1.3
game_1696069317_ZF9FS,4,10,5,agent_2,2,18,23.400000000000002,5.8500000000000005,1.3
game_1696069317_ZF9FS,4,10,5,agent_3,2,18,23.400000000000002,5.8500000000000005,1.3
game_1696069317_ZF9FS,4,10,5,agent_4,10,18,23.400000000000002,5.8500000000000005,1.3
game_1696069317_ZF9FS,4,10,6,agent_1,3,16,20.8,5.2,1.3
game_1696069317_ZF9FS,4,10,6,agent_2,1,16,20.8,5.2,1.3
game_1696069317_ZF9FS,4,10,6,agent_3,2,16,20.8,5.2,1.3
game_1696069317_ZF9FS,4,10,6,agent_4,10,16,20.8,5.2,1.3
game_1696069317_ZF9FS,4,10,7,agent_1,2,15,19.5,4.875,1.3
game_1696069317_ZF9FS,4,10,7,agent_2,1,15,19.5,4.875,1.3
game_1696069317_ZF9FS,4,10,7,agent_3,2,15,19.5,4.875,1.3
game_1696069317_ZF9FS,4,10,7,agent_4,10,15,19.5,4.875,1.3
game_1696069317_ZF9FS,4,10,8,agent_1,1,14,18.2,4.55,1.3
game_1696069317_ZF9FS,4,10,8,agent_2,1,14,18.2,4.55,1.3
game_1696069317_ZF9FS,4,10,8,agent_3,2,14,18.2,4.55,1.3
game_1696069317_ZF9FS,4,10,8,agent_4,10,14,18.2,4.55,1.3
game_1696069317_ZF9FS,4,10,9,agent_1,0,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,9,agent_2,1,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,9,agent_3,1,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,9,agent_4,10,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,10,agent_1,0,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,10,agent_2,1,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,10,agent_3,1,12,15.600000000000001,3.9000000000000004,1.3
game_1696069317_ZF9FS,4,10,10,agent_4,10,12,15.600000000000001,3.9000000000000004,1.3
game_1696069337_QP8GM,4,10,1,agent_1,10,25,42.5,10.625,1.7
game_1696069337_QP8GM,4,10,1,agent_2,5,25,42.5,10.625,1.7
game_1696069337_QP8GM,4,10,1,agent_3,5,25,42.5,10.625,1.7
game_1696069337_QP8GM,4,10,1,agent_4,5,25,42.5,10.625,1.7
game_1696069337_QP8GM,4,10,2,agent_1,10,22,37.4,9.35,1.7
game_1696069337_QP8GM,4,10,2,agent_2,5,22,37.4,9.35,1.7
game_1696069337_QP8GM,4,10,2,agent_3,3,22,37.4,9.35,1.7
game_1696069337_QP8GM,4,10,2,agent_4,4,22,37.4,9.35,1.7
game_1696069337_QP8GM,4,10,3,agent_1,10,21,35.699999999999996,8.924999999999999,1.7
game_1696069337_QP8GM,4,10,3,agent_2,4,21,35.699999999999996,8.924999999999999,1.7
game_1696069337_QP8GM,4,10,3,agent_3,4,21,35.699999999999996,8.924999999999999,1.7
game_1696069337_QP8GM,4,10,3,agent_4,3,21,35.699999999999996,8.924999999999999,1.7
game_1696069337_QP8GM,4,10,4,agent_1,10,20,34.0,8.5,1.7
game_1696069337_QP8GM,4,10,4,agent_2,3,20,34.0,8.5,1.7
game_1696069337_QP8GM,4,10,4,agent_3,5,20,34.0,8.5,1.7
game_1696069337_QP8GM,4,10,4,agent_4,2,20,34.0,8.5,1.7
game_1696069337_QP8GM,4,10,5,agent_1,10,16,27.2,6.8,1.7
game_1696069337_QP8GM,4,10,5,agent_2,2,16,27.2,6.8,1.7
game_1696069337_QP8GM,4,10,5,agent_3,3,16,27.2,6.8,1.7
game_1696069337_QP8GM,4,10,5,agent_4,1,16,27.2,6.8,1.7
game_1696069337_QP8GM,4,10,6,agent_1,10,15,25.5,6.375,1.7
game_1696069337_QP8GM,4,10,6,agent_2,2,15,25.5,6.375,1.7
game_1696069337_QP8GM,4,10,6,agent_3,2,15,25.5,6.375,1.7
game_1696069337_QP8GM,4,10,6,agent_4,1,15,25.5,6.375,1.7
game_1696069337_QP8GM,4,10,7,agent_1,10,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,7,agent_2,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,7,agent_3,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,7,agent_4,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,8,agent_1,10,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,8,agent_2,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,8,agent_3,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,8,agent_4,1,13,22.099999999999998,5.5249999999999995,1.7
game_1696069337_QP8GM,4,10,9,agent_1,10,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,9,agent_2,1,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,9,agent_3,2,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,9,agent_4,1,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,10,agent_1,10,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,10,agent_2,1,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,10,agent_3,2,14,23.8,5.95,1.7
game_1696069337_QP8GM,4,10,10,agent_4,1,14,23.8,5.95,1.7
game_1696069358_HDK3K,4,10,1,agent_1,5,25,50.0,12.5,2.0
game_1696069358_HDK3K,4,10,1,agent_2,5,25,50.0,12.5,2.0
game_1696069358_HDK3K,4,10,1,agent_3,5,25,50.0,12.5,2.0
game_1696069358_HDK3K,4,10,1,agent_4,10,25,50.0,12.5,2.0
game_1696069358_HDK3K,4,10,2,agent_1,6,28,56.0,14.0,2.0
game_1696069358_HDK3K,4,10,2,agent_2,6,28,56.0,14.0,2.0
game_1696069358_HDK3K,4,10,2,agent_3,6,28,56.0,14.0,2.0
game_1696069358_HDK3K,4,10,2,agent_4,10,28,56.0,14.0,2.0
game_1696069358_HDK3K,4,10,3,agent_1,7,31,62.0,15.5,2.0
game_1696069358_HDK3K,4,10,3,agent_2,7,31,62.0,15.5,2.0
game_1696069358_HDK3K,4,10,3,agent_3,7,31,62.0,15.5,2.0
