Game,n_agents,n_rounds,Round,Agent,Contribution,Total_Contribution,Multiplied_Contribution,Reward,multplier
game_1696190619_6SXKT,2,10,3,agent_1,6,12,9.600000000000001,4.800000000000001,0.8
game_1696190619_6SXKT,2,10,3,agent_2,6,12,9.600000000000001,4.800000000000001,0.8
game_1696190619_6SXKT,2,10,4,agent_1,3,7,5.6000000000000005,2.8000000000000003,0.8
game_1696190619_6SXKT,2,10,4,agent_2,4,7,5.6000000000000005,2.8000000000000003,0.8
game_1696190619_6SXKT,2,10,5,agent_1,7,10,8.0,4.0,0.8
game_1696190619_6SXKT,2,10,5,agent_2,3,10,8.0,4.0,0.8
game_1696190619_6SXKT,2,10,6,agent_1,10,14,11.200000000000001,5.6000000000000005,0.8
game_1696190619_6SXKT,2,10,6,agent_2,4,14,11.200000000000001,5.6000000000000005,0.8
game_1696190619_6SXKT,2,10,7,agent_1,4,6,4.800000000000001,2.4000000000000004,0.8
game_1696190619_6SXKT,2,10,7,agent_2,2,6,4.800000000000001,2.4000000000000004,0.8
game_1696190619_6SXKT,2,10,8,agent_1,6,10,8.0,4.0,0.8
game_1696190619_6SXKT,2,10,8,agent_2,4,10,8.0,4.0,0.8
game_1696190619_6SXKT,2,10,9,agent_1,5,8,6.4,3.2,0.8
game_1696190619_6SXKT,2,10,9,agent_2,3,8,6.4,3.2,0.8
game_1696190619_6SXKT,2,10,10,agent_1,3,5,4.0,2.0,0.8
game_1696190619_6SXKT,2,10,10,agent_2,2,5,4.0,2.0,0.8
game_1696190628_036QF,2,10,1,agent_1,8,8,8,4.0,1.0
game_1696190628_036QF,2,10,1,agent_2,0,8,8,4.0,1.0
game_1696190628_036QF,2,10,2,agent_1,5,11,11,5.5,1.0
game_1696190628_036QF,2,10,2,agent_2,6,11,11,5.5,1.0
game_1696190628_036QF,2,10,3,agent_1,3,8,8,4.0,1.0
game_1696190628_036QF,2,10,3,agent_2,5,8,8,4.0,1.0
game_1696190628_036QF,2,10,4,agent_1,6,6,6,3.0,1.0
game_1696190628_036QF,2,10,4,agent_2,0,6,6,3.0,1.0
game_1696190628_036QF,2,10,5,agent_1,4,8,8,4.0,1.0
game_1696190628_036QF,2,10,5,agent_2,4,8,8,4.0,1.0
game_1696190628_036QF,2,10,6,agent_1,6,10,10,5.0,1.0
game_1696190628_036QF,2,10,6,agent_2,4,10,10,5.0,1.0
game_1696190628_036QF,2,10,7,agent_1,4,6,6,3.0,1.0
game_1696190628_036QF,2,10,7,agent_2,2,6,6,3.0,1.0
game_1696190628_036QF,2,10,8,agent_1,2,5,5,2.5,1.0
game_1696190628_036QF,2,10,8,agent_2,3,5,5,2.5,1.0
game_1696190628_036QF,2,10,9,agent_1,3,5,5,2.5,1.0
game_1696190628_036QF,2,10,9,agent_2,2,5,5,2.5,1.0
game_1696190628_036QF,2,10,10,agent_1,2,3,3,1.5,1.0
game_1696190628_036QF,2,10,10,agent_2,1,3,3,1.5,1.0
game_1696190636_3FSSN,2,10,1,agent_1,5,10,13.0,6.5,1.3
game_1696190636_3FSSN,2,10,1,agent_2,5,10,13.0,6.5,1.3
game_1696190636_3FSSN,2,10,2,agent_1,5,10,13.0,6.5,1.3
game_1696190636_3FSSN,2,10,2,agent_2,5,10,13.0,6.5,1.3
game_1696190636_3FSSN,2,10,3,agent_1,3,8,10.4,5.2,1.3
game_1696190636_3FSSN,2,10,3,agent_2,5,8,10.4,5.2,1.3
game_1696190636_3FSSN,2,10,4,agent_1,4,8,10.4,5.2,1.3
game_1696190636_3FSSN,2,10,4,agent_2,4,8,10.4,5.2,1.3
game_1696190636_3FSSN,2,10,5,agent_1,3,7,9.1,4.55,1.3
game_1696190636_3FSSN,2,10,5,agent_2,4,7,9.1,4.55,1.3
game_1696190636_3FSSN,2,10,6,agent_1,3,6,7.800000000000001,3.9000000000000004,1.3
game_1696190636_3FSSN,2,10,6,agent_2,3,6,7.800000000000001,3.9000000000000004,1.3
game_1696190636_3FSSN,2,10,7,agent_1,3,6,7.800000000000001,3.9000000000000004,1.3
game_1696190636_3FSSN,2,10,7,agent_2,3,6,7.800000000000001,3.9000000000000004,1.3
game_1696190636_3FSSN,2,10,8,agent_1,2,5,6.5,3.25,1.3
game_1696190636_3FSSN,2,10,8,agent_2,3,5,6.5,3.25,1.3
game_1696190636_3FSSN,2,10,9,agent_1,2,4,5.2,2.6,1.3
game_1696190636_3FSSN,2,10,9,agent_2,2,4,5.2,2.6,1.3
game_1696190636_3FSSN,2,10,10,agent_1,2,4,5.2,2.6,1.3
game_1696190636_3FSSN,2,10,10,agent_2,2,4,5.2,2.6,1.3
game_1696190644_CK1TX,2,10,1,agent_1,5,10,17.0,8.5,1.7
game_1696190644_CK1TX,2,10,1,agent_2,5,10,17.0,8.5,1.7
game_1696190644_CK1TX,2,10,2,agent_1,3,8,13.6,6.8,1.7
game_1696190644_CK1TX,2,10,2,agent_2,5,8,13.6,6.8,1.7
game_1696190644_CK1TX,2,10,3,agent_1,2,6,10.2,5.1,1.7
game_1696190644_CK1TX,2,10,3,agent_2,4,6,10.2,5.1,1.7
game_1696190644_CK1TX,2,10,4,agent_1,3,6,10.2,5.1,1.7
game_1696190644_CK1TX,2,10,4,agent_2,3,6,10.2,5.1,1.7
game_1696190644_CK1TX,2,10,5,agent_1,1,4,6.8,3.4,1.7
game_1696190644_CK1TX,2,10,5,agent_2,3,4,6.8,3.4,1.7
game_1696190644_CK1TX,2,10,6,agent_1,2,4,6.8,3.4,1.7
game_1696190644_CK1TX,2,10,6,agent_2,2,4,6.8,3.4,1.7
game_1696190644_CK1TX,2,10,7,agent_1,1,3,5.1,2.55,1.7
game_1696190644_CK1TX,2,10,7,agent_2,2,3,5.1,2.55,1.7
game_1696190644_CK1TX,2,10,8,agent_1,2,3,5.1,2.55,1.7
game_1696190644_CK1TX,2,10,8,agent_2,1,3,5.1,2.55,1.7
game_1696190644_CK1TX,2,10,9,agent_1,1,2,3.4,1.7,1.7
game_1696190644_CK1TX,2,10,9,agent_2,1,2,3.4,1.7,1.7
game_1696190644_CK1TX,2,10,10,agent_1,1,2,3.4,1.7,1.7
game_1696190644_CK1TX,2,10,10,agent_2,1,2,3.4,1.7,1.7
game_1696190652_I7FY4,2,10,1,agent_1,5,10,20.0,10.0,2.0
game_1696190652_I7FY4,2,10,1,agent_2,5,10,20.0,10.0,2.0
game_1696190652_I7FY4,2,10,2,agent_1,3,6,12.0,6.0,2.0
game_1696190652_I7FY4,2,10,2,agent_2,3,6,12.0,6.0,2.0
game_1696190652_I7FY4,2,10,3,agent_1,2,4,8.0,4.0,2.0
game_1696190652_I7FY4,2,10,3,agent_2,2,4,8.0,4.0,2.0
game_1696190652_I7FY4,2,10,4,agent_1,2,3,6.0,3.0,2.0
game_1696190652_I7FY4,2,10,4,agent_2,1,3,6.0,3.0,2.0
game_1696190652_I7FY4,2,10,5,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,5,agent_2,0,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,6,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,6,agent_2,0,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,7,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,7,agent_2,0,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,8,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,8,agent_2,0,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,9,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,9,agent_2,0,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,10,agent_1,1,1,2.0,1.0,2.0
game_1696190652_I7FY4,2,10,10,agent_2,0,1,2.0,1.0,2.0
game_1696190662_B0PR9,2,10,1,agent_1,5,10,30.0,15.0,3.0
game_1696190662_B0PR9,2,10,1,agent_2,5,10,30.0,15.0,3.0
game_1696190662_B0PR9,2,10,2,agent_1,3,7,21.0,10.5,3.0
game_1696190662_B0PR9,2,10,2,agent_2,4,7,21.0,10.5,3.0
game_1696190662_B0PR9,2,10,3,agent_1,2,5,15.0,7.5,3.0
game_1696190662_B0PR9,2,10,3,agent_2,3,5,15.0,7.5,3.0
game_1696190662_B0PR9,2,10,4,agent_1,4,6,18.0,9.0,3.0
game_1696190662_B0PR9,2,10,4,agent_2,2,6,18.0,9.0,3.0
game_1696190662_B0PR9,2,10,5,agent_1,1,2,6.0,3.0,3.0
game_1696190662_B0PR9,2,10,5,agent_2,1,2,6.0,3.0,3.0
game_1696190662_B0PR9,2,10,6,agent_1,10,11,33.0,16.5,3.0
game_1696190662_B0PR9,2,10,6,agent_2,1,11,33.0,16.5,3.0
game_1696190662_B0PR9,2,10,7,agent_1,0,0,0.0,0.0,3.0
game_1696190662_B0PR9,2,10,7,agent_2,0,0,0.0,0.0,3.0
game_1696190662_B0PR9,2,10,8,agent_1,6,6,18.0,9.0,3.0
game_1696190662_B0PR9,2,10,8,agent_2,0,6,18.0,9.0,3.0
game_1696190662_B0PR9,2,10,9,agent_1,0,0,0.0,0.0,3.0
game_1696190662_B0PR9,2,10,9,agent_2,0,0,0.0,0.0,3.0
game_1696190662_B0PR9,2,10,10,agent_1,8,8,24.0,12.0,3.0
game_1696190662_B0PR9,2,10,10,agent_2,0,8,24.0,12.0,3.0
game_1696190671_3R90T,3,10,1,agent_1,4,13,10.4,3.466666666666667,0.8
game_1696190671_3R90T,3,10,1,agent_2,4,13,10.4,3.466666666666667,0.8
game_1696190671_3R90T,3,10,1,agent_3,5,13,10.4,3.466666666666667,0.8
game_1696190671_3R90T,3,10,2,agent_1,3,9,7.2,2.4,0.8
game_1696190671_3R90T,3,10,2,agent_2,3,9,7.2,2.4,0.8
game_1696190671_3R90T,3,10,2,agent_3,3,9,7.2,2.4,0.8
game_1696190671_3R90T,3,10,3,agent_1,2,6,4.800000000000001,1.6000000000000003,0.8
game_1696190671_3R90T,3,10,3,agent_2,2,6,4.800000000000001,1.6000000000000003,0.8
game_1696190671_3R90T,3,10,3,agent_3,2,6,4.800000000000001,1.6000000000000003,0.8
game_1696190671_3R90T,3,10,4,agent_1,1,3,2.4000000000000004,0.8000000000000002,0.8
game_1696190671_3R90T,3,10,4,agent_2,1,3,2.4000000000000004,0.8000000000000002,0.8
game_1696190671_3R90T,3,10,4,agent_3,1,3,2.4000000000000004,0.8000000000000002,0.8
game_1696190671_3R90T,3,10,5,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,5,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,5,agent_3,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,6,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,6,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,6,agent_3,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,7,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,7,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,7,agent_3,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,8,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,8,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,8,agent_3,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,9,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,9,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,9,agent_3,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,10,agent_1,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,10,agent_2,0,0,0.0,0.0,0.8
game_1696190671_3R90T,3,10,10,agent_3,0,0,0.0,0.0,0.8
game_1696190684_23LRS,3,10,1,agent_1,10,20,20,6.666666666666667,1.0
game_1696190684_23LRS,3,10,1,agent_2,5,20,20,6.666666666666667,1.0
game_1696190684_23LRS,3,10,1,agent_3,5,20,20,6.666666666666667,1.0
game_1696190684_23LRS,3,10,2,agent_1,7,13,13,4.333333333333333,1.0
game_1696190684_23LRS,3,10,2,agent_2,2,13,13,4.333333333333333,1.0
game_1696190684_23LRS,3,10,2,agent_3,4,13,13,4.333333333333333,1.0
game_1696190684_23LRS,3,10,3,agent_1,6,16,16,5.333333333333333,1.0
game_1696190684_23LRS,3,10,3,agent_2,4,16,16,5.333333333333333,1.0
game_1696190684_23LRS,3,10,3,agent_3,6,16,16,5.333333333333333,1.0
game_1696190684_23LRS,3,10,4,agent_1,5,11,11,3.6666666666666665,1.0
game_1696190684_23LRS,3,10,4,agent_2,3,11,11,3.6666666666666665,1.0
game_1696190684_23LRS,3,10,4,agent_3,3,11,11,3.6666666666666665,1.0
game_1696190684_23LRS,3,10,5,agent_1,4,10,10,3.3333333333333335,1.0
game_1696190684_23LRS,3,10,5,agent_2,1,10,10,3.3333333333333335,1.0
game_1696190684_23LRS,3,10,5,agent_3,5,10,10,3.3333333333333335,1.0
game_1696190684_23LRS,3,10,6,agent_1,3,8,8,2.6666666666666665,1.0
game_1696190684_23LRS,3,10,6,agent_2,3,8,8,2.6666666666666665,1.0
game_1696190684_23LRS,3,10,6,agent_3,2,8,8,2.6666666666666665,1.0
game_1696190684_23LRS,3,10,7,agent_1,2,9,9,3.0,1.0
game_1696190684_23LRS,3,10,7,agent_2,2,9,9,3.0,1.0
game_1696190684_23LRS,3,10,7,agent_3,5,9,9,3.0,1.0
game_1696190684_23LRS,3,10,8,agent_1,1,7,7,2.3333333333333335,1.0
game_1696190684_23LRS,3,10,8,agent_2,2,7,7,2.3333333333333335,1.0
game_1696190684_23LRS,3,10,8,agent_3,4,7,7,2.3333333333333335,1.0
game_1696190684_23LRS,3,10,9,agent_1,0,5,5,1.6666666666666667,1.0
game_1696190684_23LRS,3,10,9,agent_2,2,5,5,1.6666666666666667,1.0
game_1696190684_23LRS,3,10,9,agent_3,3,5,5,1.6666666666666667,1.0
game_1696190684_23LRS,3,10,10,agent_1,0,4,4,1.3333333333333333,1.0
game_1696190684_23LRS,3,10,10,agent_2,1,4,4,1.3333333333333333,1.0
game_1696190684_23LRS,3,10,10,agent_3,3,4,4,1.3333333333333333,1.0
game_1696190697_QB4OF,3,10,1,agent_1,4,6,7.800000000000001,2.6,1.3
game_1696190697_QB4OF,3,10,1,agent_2,0,6,7.800000000000001,2.6,1.3
game_1696190697_QB4OF,3,10,1,agent_3,2,6,7.800000000000001,2.6,1.3
game_1696190697_QB4OF,3,10,2,agent_1,2,12,15.600000000000001,5.2,1.3
game_1696190697_QB4OF,3,10,2,agent_2,7,12,15.600000000000001,5.2,1.3
game_1696190697_QB4OF,3,10,2,agent_3,3,12,15.600000000000001,5.2,1.3
game_1696190697_QB4OF,3,10,3,agent_1,3,10,13.0,4.333333333333333,1.3
game_1696190697_QB4OF,3,10,3,agent_2,5,10,13.0,4.333333333333333,1.3
game_1696190697_QB4OF,3,10,3,agent_3,2,10,13.0,4.333333333333333,1.3
game_1696190697_QB4OF,3,10,4,agent_1,2,9,11.700000000000001,3.9000000000000004,1.3
game_1696190697_QB4OF,3,10,4,agent_2,3,9,11.700000000000001,3.9000000000000004,1.3
game_1696190697_QB4OF,3,10,4,agent_3,4,9,11.700000000000001,3.9000000000000004,1.3
game_1696190697_QB4OF,3,10,5,agent_1,2,8,10.4,3.466666666666667,1.3
game_1696190697_QB4OF,3,10,5,agent_2,4,8,10.4,3.466666666666667,1.3
game_1696190697_QB4OF,3,10,5,agent_3,2,8,10.4,3.466666666666667,1.3
game_1696190697_QB4OF,3,10,6,agent_1,1,4,5.2,1.7333333333333334,1.3
game_1696190697_QB4OF,3,10,6,agent_2,2,4,5.2,1.7333333333333334,1.3
game_1696190697_QB4OF,3,10,6,agent_3,1,4,5.2,1.7333333333333334,1.3
game_1696190697_QB4OF,3,10,7,agent_1,1,2,2.6,0.8666666666666667,1.3
game_1696190697_QB4OF,3,10,7,agent_2,1,2,2.6,0.8666666666666667,1.3
game_1696190697_QB4OF,3,10,7,agent_3,0,2,2.6,0.8666666666666667,1.3
game_1696190697_QB4OF,3,10,8,agent_1,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,8,agent_2,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,8,agent_3,1,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,9,agent_1,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,9,agent_2,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,9,agent_3,1,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,10,agent_1,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,10,agent_2,0,1,1.3,0.43333333333333335,1.3
game_1696190697_QB4OF,3,10,10,agent_3,1,1,1.3,0.43333333333333335,1.3
game_1696190709_ISQUW,3,10,1,agent_1,3,12,20.4,6.8,1.7
game_1696190709_ISQUW,3,10,1,agent_2,4,12,20.4,6.8,1.7
game_1696190709_ISQUW,3,10,1,agent_3,5,12,20.4,6.8,1.7
game_1696190709_ISQUW,3,10,2,agent_1,4,11,18.7,6.233333333333333,1.7
game_1696190709_ISQUW,3,10,2,agent_2,3,11,18.7,6.233333333333333,1.7
game_1696190709_ISQUW,3,10,2,agent_3,4,11,18.7,6.233333333333333,1.7
game_1696190709_ISQUW,3,10,3,agent_1,3,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,3,agent_2,4,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,3,agent_3,3,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,4,agent_1,2,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,4,agent_2,4,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,4,agent_3,4,10,17.0,5.666666666666667,1.7
game_1696190709_ISQUW,3,10,5,agent_1,2,7,11.9,3.966666666666667,1.7
game_1696190709_ISQUW,3,10,5,agent_2,3,7,11.9,3.966666666666667,1.7
game_1696190709_ISQUW,3,10,5,agent_3,2,7,11.9,3.966666666666667,1.7
game_1696190709_ISQUW,3,10,6,agent_1,2,8,13.6,4.533333333333333,1.7
game_1696190709_ISQUW,3,10,6,agent_2,3,8,13.6,4.533333333333333,1.7
game_1696190709_ISQUW,3,10,6,agent_3,3,8,13.6,4.533333333333333,1.7
game_1696190709_ISQUW,3,10,7,agent_1,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,7,agent_2,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,7,agent_3,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,8,agent_1,2,5,8.5,2.8333333333333335,1.7
game_1696190709_ISQUW,3,10,8,agent_2,2,5,8.5,2.8333333333333335,1.7
game_1696190709_ISQUW,3,10,8,agent_3,1,5,8.5,2.8333333333333335,1.7
game_1696190709_ISQUW,3,10,9,agent_1,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,9,agent_2,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,9,agent_3,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,10,agent_1,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,10,agent_2,2,6,10.2,3.4,1.7
game_1696190709_ISQUW,3,10,10,agent_3,2,6,10.2,3.4,1.7
game_1696190722_NOVG3,3,10,1,agent_1,5,13,26.0,8.666666666666666,2.0
game_1696190722_NOVG3,3,10,1,agent_2,4,13,26.0,8.666666666666666,2.0
game_1696190722_NOVG3,3,10,1,agent_3,4,13,26.0,8.666666666666666,2.0
game_1696190722_NOVG3,3,10,2,agent_1,5,11,22.0,7.333333333333333,2.0
game_1696190722_NOVG3,3,10,2,agent_2,3,11,22.0,7.333333333333333,2.0
game_1696190722_NOVG3,3,10,2,agent_3,3,11,22.0,7.333333333333333,2.0
game_1696190722_NOVG3,3,10,3,agent_1,5,9,18.0,6.0,2.0
game_1696190722_NOVG3,3,10,3,agent_2,2,9,18.0,6.0,2.0
game_1696190722_NOVG3,3,10,3,agent_3,2,9,18.0,6.0,2.0
game_1696190722_NOVG3,3,10,4,agent_1,5,7,14.0,4.666666666666667,2.0
game_1696190722_NOVG3,3,10,4,agent_2,2,7,14.0,4.666666666666667,2.0
game_1696190722_NOVG3,3,10,4,agent_3,0,7,14.0,4.666666666666667,2.0
game_1696190722_NOVG3,3,10,5,agent_1,4,6,12.0,4.0,2.0
game_1696190722_NOVG3,3,10,5,agent_2,1,6,12.0,4.0,2.0
game_1696190722_NOVG3,3,10,5,agent_3,1,6,12.0,4.0,2.0
game_1696190722_NOVG3,3,10,6,agent_1,3,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,6,agent_2,1,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,6,agent_3,1,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,7,agent_1,2,4,8.0,2.6666666666666665,2.0
game_1696190722_NOVG3,3,10,7,agent_2,1,4,8.0,2.6666666666666665,2.0
game_1696190722_NOVG3,3,10,7,agent_3,1,4,8.0,2.6666666666666665,2.0
game_1696190722_NOVG3,3,10,8,agent_1,2,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,8,agent_2,1,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,8,agent_3,2,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,9,agent_1,2,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,9,agent_2,1,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,9,agent_3,2,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,10,agent_1,2,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,10,agent_2,1,5,10.0,3.3333333333333335,2.0
game_1696190722_NOVG3,3,10,10,agent_3,2,5,10.0,3.3333333333333335,2.0
game_1696190735_UHIN7,3,10,1,agent_1,3,18,54.0,18.0,3.0
game_1696190735_UHIN7,3,10,1,agent_2,10,18,54.0,18.0,3.0
game_1696190735_UHIN7,3,10,1,agent_3,5,18,54.0,18.0,3.0
game_1696190735_UHIN7,3,10,2,agent_1,5,16,48.0,16.0,3.0
game_1696190735_UHIN7,3,10,2,agent_2,8,16,48.0,16.0,3.0
game_1696190735_UHIN7,3,10,2,agent_3,3,16,48.0,16.0,3.0
game_1696190735_UHIN7,3,10,3,agent_1,2,9,27.0,9.0,3.0
game_1696190735_UHIN7,3,10,3,agent_2,5,9,27.0,9.0,3.0
game_1696190735_UHIN7,3,10,3,agent_3,2,9,27.0,9.0,3.0
game_1696190735_UHIN7,3,10,4,agent_1,4,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,4,agent_2,9,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,4,agent_3,1,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,5,agent_1,3,8,24.0,8.0,3.0
game_1696190735_UHIN7,3,10,5,agent_2,3,8,24.0,8.0,3.0
game_1696190735_UHIN7,3,10,5,agent_3,2,8,24.0,8.0,3.0
game_1696190735_UHIN7,3,10,6,agent_1,5,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,6,agent_2,7,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,6,agent_3,2,14,42.0,14.0,3.0
game_1696190735_UHIN7,3,10,7,agent_1,3,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,7,agent_2,5,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,7,agent_3,3,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,8,agent_1,4,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,8,agent_2,4,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,8,agent_3,3,11,33.0,11.0,3.0
game_1696190735_UHIN7,3,10,9,agent_1,3,10,30.0,10.0,3.0
game_1696190735_UHIN7,3,10,9,agent_2,3,10,30.0,10.0,3.0
game_1696190735_UHIN7,3,10,9,agent_3,4,10,30.0,10.0,3.0
game_1696190735_UHIN7,3,10,10,agent_1,3,8,24.0,8.0,3.0
game_1696190735_UHIN7,3,10,10,agent_2,2,8,24.0,8.0,3.0
game_1696190735_UHIN7,3,10,10,agent_3,3,8,24.0,8.0,3.0
game_1696190748_GTL0U,4,10,1,agent_1,2,7,5.6000000000000005,1.4000000000000001,0.8
game_1696190748_GTL0U,4,10,1,agent_2,5,7,5.6000000000000005,1.4000000000000001,0.8
game_1696190748_GTL0U,4,10,1,agent_3,0,7,5.6000000000000005,1.4000000000000001,0.8
game_1696190748_GTL0U,4,10,1,agent_4,0,7,5.6000000000000005,1.4000000000000001,0.8
game_1696190748_GTL0U,4,10,2,agent_1,3,11,8.8,2.2,0.8
game_1696190748_GTL0U,4,10,2,agent_2,3,11,8.8,2.2,0.8
game_1696190748_GTL0U,4,10,2,agent_3,2,11,8.8,2.2,0.8
game_1696190748_GTL0U,4,10,2,agent_4,3,11,8.8,2.2,0.8
game_1696190748_GTL0U,4,10,3,agent_1,2,7,5.6000000000000005,1.4000000000000001,0.8
